sample	STARGenomeName	R1	R2
Bri_1_cyt	GRCh38_GencodeRelease44Comprehensive	/project/yangili1/dylan_stermer/alt_seq_strategy_may2024/fastq/Bri_1_cyt_S4_R1_001.fastq.gz	/project/yangili1/dylan_stermer/alt_seq_strategy_may2024/fastq/Bri_1_cyt_S4_R2_001.fastq.gz
